physical_file,mass_code,resolution_code,periapsis_code,velocity_code,spin_code,timestep,expected_in_current_ml_dataset,raw_hdf5_found,raw_hdf5_path,raw_hdf5_size_bytes
Ma_xp_A2000_s086x_n65_r16_v06_90000.hdf5,A2000,n65,r16,v06,s086x,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_s086x_n65_r16_v06_90000.hdf5,307564504
Ma_xp_A2000_s086x_n65_r20_v00_90000.hdf5,A2000,n65,r20,v00,s086x,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_s086x_n65_r20_v00_90000.hdf5,307564504
Ma_xp_A2000_s086y_n65_r12_v00_90000.hdf5,A2000,n65,r12,v00,s086y,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_s086y_n65_r12_v00_90000.hdf5,307564512
Ma_xp_A2000_s086y_n65_r16_v00_90000.hdf5,A2000,n65,r16,v00,s086y,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_s086y_n65_r16_v00_90000.hdf5,307564504
Ma_xp_A2000_s086y_n65_r16_v06_90000.hdf5,A2000,n65,r16,v06,s086y,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_s086y_n65_r16_v06_90000.hdf5,307564504
Ma_xp_A2000_s086y_n65_r20_v00_90000.hdf5,A2000,n65,r20,v00,s086y,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_s086y_n65_r20_v00_90000.hdf5,307564512
Ma_xp_A2000_s086z_n65_r12_v00_90000.hdf5,A2000,n65,r12,v00,s086z,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_s086z_n65_r12_v00_90000.hdf5,307564512
Ma_xp_A2000_s086z_n65_r16_v00_90000.hdf5,A2000,n65,r16,v00,s086z,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_s086z_n65_r16_v00_90000.hdf5,307564512
Ma_xp_A2000_s086z_n65_r16_v06_90000.hdf5,A2000,n65,r16,v06,s086z,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_s086z_n65_r16_v06_90000.hdf5,307564504
Ma_xp_A2000_s086z_n65_r20_v00_90000.hdf5,A2000,n65,r20,v00,s086z,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_s086z_n65_r20_v00_90000.hdf5,307564512
Ma_xp_A2000_s170mz_n65_r12_v00_90000.hdf5,A2000,n65,r12,v00,s170mz,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_s170mz_n65_r12_v00_90000.hdf5,307564488
Ma_xp_A2000_s170mz_n65_r16_v00_90000.hdf5,A2000,n65,r16,v00,s170mz,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_s170mz_n65_r16_v00_90000.hdf5,307564512
Ma_xp_A2000_s170mz_n65_r16_v06_90000.hdf5,A2000,n65,r16,v06,s170mz,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_s170mz_n65_r16_v06_90000.hdf5,307564504
Ma_xp_A2000_s170x_n65_r12_v00_90000.hdf5,A2000,n65,r12,v00,s170x,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_s170x_n65_r12_v00_90000.hdf5,307564512
Ma_xp_A2000_s170x_n65_r16_v00_90000.hdf5,A2000,n65,r16,v00,s170x,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_s170x_n65_r16_v00_90000.hdf5,307564512
Ma_xp_A2000_s170x_n65_r16_v06_90000.hdf5,A2000,n65,r16,v06,s170x,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_s170x_n65_r16_v06_90000.hdf5,307564504
Ma_xp_A2000_s170x_n65_r20_v00_90000.hdf5,A2000,n65,r20,v00,s170x,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_s170x_n65_r20_v00_90000.hdf5,307564504
Ma_xp_A2000_s170y_n65_r12_v00_90000.hdf5,A2000,n65,r12,v00,s170y,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_s170y_n65_r12_v00_90000.hdf5,307564512
Ma_xp_A2000_s170y_n65_r16_v00_90000.hdf5,A2000,n65,r16,v00,s170y,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_s170y_n65_r16_v00_90000.hdf5,307564504
Ma_xp_A2000_s170y_n65_r16_v06_90000.hdf5,A2000,n65,r16,v06,s170y,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_s170y_n65_r16_v06_90000.hdf5,307564504
Ma_xp_A2000_s170y_n65_r20_v00_90000.hdf5,A2000,n65,r20,v00,s170y,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_s170y_n65_r20_v00_90000.hdf5,307564504
Ma_xp_A2000_s170z_n65_r12_v00_90000.hdf5,A2000,n65,r12,v00,s170z,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_s170z_n65_r12_v00_90000.hdf5,307564512
Ma_xp_A2000_s170z_n65_r16_v00_90000.hdf5,A2000,n65,r16,v00,s170z,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_s170z_n65_r16_v00_90000.hdf5,307564512
Ma_xp_A2000_s170z_n65_r16_v06_90000.hdf5,A2000,n65,r16,v06,s170z,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_s170z_n65_r16_v06_90000.hdf5,307564504
Ma_xp_A2000_s170z_n65_r20_v00_90000.hdf5,A2000,n65,r20,v00,s170z,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_s170z_n65_r20_v00_90000.hdf5,307564512
Ma_xp_A2000c30_n65_r12_v00_90000.hdf5,A2000c30,n65,r12,v00,,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000c30_n65_r12_v00_90000.hdf5,307564504
Ma_xp_A2000c30_n65_r12_v02_90000.hdf5,A2000c30,n65,r12,v02,,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000c30_n65_r12_v02_90000.hdf5,307564512
Ma_xp_A2000c30_n65_r12_v04_90000.hdf5,A2000c30,n65,r12,v04,,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000c30_n65_r12_v04_90000.hdf5,307564504
Ma_xp_A2000c30_n65_r12_v06_90000.hdf5,A2000c30,n65,r12,v06,,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000c30_n65_r12_v06_90000.hdf5,307564512
Ma_xp_A2000c30_n65_r12_v08_90000.hdf5,A2000c30,n65,r12,v08,,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000c30_n65_r12_v08_90000.hdf5,307564504
Ma_xp_A2000c30_n65_r12_v10_90000.hdf5,A2000c30,n65,r12,v10,,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000c30_n65_r12_v10_90000.hdf5,307564512
Ma_xp_A2000c30_n65_r14_v00_90000.hdf5,A2000c30,n65,r14,v00,,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000c30_n65_r14_v00_90000.hdf5,307564512
Ma_xp_A2000c30_n65_r16_v00_90000.hdf5,A2000c30,n65,r16,v00,,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000c30_n65_r16_v00_90000.hdf5,307564504
Ma_xp_A2000c30_n65_r16_v02_90000.hdf5,A2000c30,n65,r16,v02,,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000c30_n65_r16_v02_90000.hdf5,307564512
Ma_xp_A2000c30_n65_r16_v04_90000.hdf5,A2000c30,n65,r16,v04,,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000c30_n65_r16_v04_90000.hdf5,307564512
Ma_xp_A2000c30_n65_r16_v06_90000.hdf5,A2000c30,n65,r16,v06,,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000c30_n65_r16_v06_90000.hdf5,307564504
Ma_xp_A2000c30_n65_r16_v10_90000.hdf5,A2000c30,n65,r16,v10,,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000c30_n65_r16_v10_90000.hdf5,307564512
Ma_xp_A2000c30_n65_r18_v00_90000.hdf5,A2000c30,n65,r18,v00,,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000c30_n65_r18_v00_90000.hdf5,307564504
Ma_xp_A2000c30_n65_r20_v00_90000.hdf5,A2000c30,n65,r20,v00,,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000c30_n65_r20_v00_90000.hdf5,307564504
Ma_xp_A2000c30_n65_r22_v00_90000.hdf5,A2000c30,n65,r22,v00,,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000c30_n65_r22_v00_90000.hdf5,307564504
Ma_xp_A2050_n70_r12_v00_90000.hdf5,A2050,n70,r12,v00,,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2050_n70_r12_v00_90000.hdf5,710217848
Ma_xp_A2050_n70_r16_v00_90000.hdf5,A2050,n70,r16,v00,,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2050_n70_r16_v00_90000.hdf5,710217848
Ma_xp_A2100_n70_r12_v00_90000.hdf5,A2100,n70,r12,v00,,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2100_n70_r12_v00_90000.hdf5,710217848
Ma_xp_A2100_n70_r16_v00_90000.hdf5,A2100,n70,r16,v00,,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2100_n70_r16_v00_90000.hdf5,710217848
